Date,Conso_J1,Conso_J7,Conso_moy_7j,Temperature,Temperature_max,Jour_semaine_sin,Jour_semaine_cos,Est_weekend,Est_ferie,Consommation
2014-01-01,63516.27,52383.83,59858.23,7.92,10.70,0.97,-0.22,0,1,56921.25
2014-01-02,56921.25,60216.77,60506.43,9.58,11.24,0.43,-0.90,0,0,60583.23
2014-01-03,60583.23,61335.25,60558.79,10.21,12.42,-0.43,-0.90,0,0,61563.79
2014-01-04,61563.79,58245.06,60591.43,9.07,11.60,-0.97,-0.22,1,0,58536.06
2014-01-05,58536.06,58330.79,60633.01,6.59,9.34,-0.78,0.62,1,0,58208.48
2014-01-06,58208.48,64979.65,60615.53,10.88,13.48,0.00,1.00,0,0,64356.12
2014-01-07,64356.12,63516.27,60526.46,10.44,12.52,0.78,0.62,0,0,63894.46
2014-01-08,63894.46,56921.25,60580.49,10.52,13.14,0.97,-0.22,0,0,63067.02
2014-01-09,63067.02,60583.23,61458.45,9.90,11.72,0.43,-0.90,0,0,64171.52
2014-01-10,64171.52,61563.79,61971.07,6.54,8.91,-0.43,-0.90,0,0,65663.83
2014-01-11,65663.83,58536.06,62556.79,7.15,10.65,-0.97,-0.22,1,0,59938.00
2014-01-12,59938.00,58208.48,62757.06,5.84,9.73,-0.78,0.62,1,0,58975.23
2014-01-13,58975.23,64356.12,62866.60,7.82,9.98,0.00,1.00,0,0,66367.31
2014-01-14,66367.31,63894.46,63153.91,5.76,7.70,0.78,0.62,0,0,69254.29
2014-01-15,69254.29,63067.02,63919.60,6.10,8.88,0.97,-0.22,0,0,71050.35
2014-01-16,71050.35,64171.52,65060.08,8.68,10.50,0.43,-0.90,0,0,68921.17
2014-01-17,68921.17,65663.83,65738.60,8.26,10.98,-0.43,-0.90,0,0,67405.73
2014-01-18,67405.73,59938.00,65987.44,7.07,10.56,-0.97,-0.22,1,0,61864.81
2014-01-19,61864.81,58975.23,66262.70,7.04,8.82,-0.78,0.62,1,0,58947.42
2014-01-20,58947.42,66367.31,66258.73,5.38,7.73,0.00,1.00,0,0,69201.15
2014-01-21,69201.15,69254.29,66663.56,3.76,6.48,0.78,0.62,0,0,72297.46
2014-01-22,72297.46,71050.35,67098.30,3.92,6.82,0.97,-0.22,0,0,72996.12
2014-01-23,72996.12,68921.17,67376.26,6.09,9.25,0.43,-0.90,0,0,72047.65
2014-01-24,72047.65,67405.73,67822.90,5.16,7.35,-0.43,-0.90,0,0,70825.04
2014-01-25,70825.04,61864.81,68311.38,5.47,9.07,-0.97,-0.22,1,0,64357.40
2014-01-26,64357.40,58947.42,68667.46,7.17,9.86,-0.78,0.62,1,0,60539.56
2014-01-27,60539.56,69201.15,68894.91,5.50,8.02,0.00,1.00,0,0,69991.15
2014-01-28,69991.15,72297.46,69007.77,4.53,7.45,0.78,0.62,0,0,73213.12
2014-01-29,73213.12,72996.12,69138.58,5.10,6.96,0.97,-0.22,0,0,73412.33
2014-01-30,73412.33,72047.65,69198.04,4.79,7.86,0.43,-0.90,0,0,72257.46
2014-01-31,72257.46,70825.04,69228.01,3.80,7.77,-0.43,-0.90,0,0,72792.15
2014-02-01,72792.15,64357.40,69509.02,6.86,8.84,-0.97,-0.22,1,0,65666.73
2014-02-02,65666.73,60539.56,69696.07,4.87,8.81,-0.78,0.62,1,0,62822.65
2014-02-03,62822.65,69991.15,70022.23,4.33,9.03,0.00,1.00,0,0,70252.77
2014-02-04,70252.77,73213.12,70059.60,6.53,9.37,0.78,0.62,0,0,70363.08
2014-02-05,70363.08,73412.33,69652.45,7.50,9.85,0.97,-0.22,0,0,71548.27
2014-02-06,71548.27,72257.46,69386.16,7.92,12.18,0.43,-0.90,0,0,70533.31
2014-02-07,70533.31,72792.15,69139.85,9.43,12.04,-0.43,-0.90,0,0,67156.44
2014-02-08,67156.44,65666.73,68334.75,7.81,10.48,-0.97,-0.22,1,0,63330.04
2014-02-09,63330.04,62822.65,68000.94,6.55,9.42,-0.78,0.62,1,0,61338.62
2014-02-10,61338.62,70252.77,67788.93,6.14,8.43,0.00,1.00,0,0,67916.33
2014-02-11,67916.33,70363.08,67455.16,5.79,8.57,0.78,0.62,0,0,70623.40
2014-02-12,70623.40,71548.27,67492.35,6.03,10.22,0.97,-0.22,0,0,70848.31
2014-02-13,70848.31,70533.31,67392.35,7.05,9.68,0.43,-0.90,0,0,70345.23
2014-02-14,70345.23,67156.44,67365.48,7.70,13.75,-0.43,-0.90,0,0,69214.00
2014-02-15,69214.00,63330.04,67659.42,9.91,12.38,-0.97,-0.22,1,0,60146.52
2014-02-16,60146.52,61338.62,67204.63,7.60,10.61,-0.78,0.62,1,0,57920.81
2014-02-17,57920.81,67916.33,66716.37,6.77,10.97,0.00,1.00,0,0,65121.79
2014-02-18,65121.79,70623.40,66317.15,7.20,12.32,0.78,0.62,0,0,67492.27
2014-02-19,67492.27,70848.31,65869.85,7.86,11.38,0.97,-0.22,0,0,66303.40
2014-02-20,66303.40,70345.23,65220.57,8.69,11.53,0.43,-0.90,0,0,65100.25
2014-02-21,65100.25,69214.00,64471.29,7.60,9.76,-0.43,-0.90,0,0,65244.19
2014-02-22,65244.19,60146.52,63904.18,6.55,10.44,-0.97,-0.22,1,0,60701.08
2014-02-23,60701.08,57920.81,63983.40,7.82,12.46,-0.78,0.62,1,0,55711.17
2014-02-24,55711.17,65121.79,63667.74,8.99,14.16,0.00,1.00,0,0,62229.31
2014-02-25,62229.31,67492.27,63254.52,9.10,12.81,0.78,0.62,0,0,64657.67
2014-02-26,64657.67,66303.40,62849.58,6.77,10.19,0.97,-0.22,0,0,65512.42
2014-02-27,65512.42,65100.25,62736.58,5.73,9.27,0.43,-0.90,0,0,68368.69
2014-02-28,68368.69,65244.19,63203.50,6.12,8.90,-0.43,-0.90,0,0,68451.54
2014-03-01,68451.54,60701.08,63661.70,5.51,8.88,-0.97,-0.22,1,0,62470.77
2014-03-02,62470.77,55711.17,63914.51,4.90,9.80,-0.78,0.62,1,0,59298.56
2014-03-03,59298.56,62229.31,64426.99,6.86,10.26,0.00,1.00,0,0,66787.62
2014-03-04,66787.62,64657.67,65078.18,6.08,10.39,0.78,0.62,0,0,67166.23
2014-03-05,67166.23,65512.42,65436.55,7.32,12.11,0.97,-0.22,0,0,64813.40
2014-03-06,64813.40,68368.69,65336.69,7.16,13.20,0.43,-0.90,0,0,64335.19
2014-03-07,64335.19,68451.54,64760.47,7.42,14.42,-0.43,-0.90,0,0,62700.79
2014-03-08,62700.79,62470.77,63938.94,9.26,16.64,-0.97,-0.22,1,0,54497.85
2014-03-09,54497.85,59298.56,62799.95,10.87,18.20,-0.78,0.62,1,0,49520.15
2014-03-10,49520.15,66787.62,61403.03,10.03,17.32,0.00,1.00,0,0,56772.38
2014-03-11,56772.38,67166.23,59972.28,9.82,15.35,0.78,0.62,0,0,58377.50
2014-03-12,58377.50,64813.40,58716.75,10.16,16.67,0.97,-0.22,0,0,58362.31
2014-03-13,58362.31,64335.19,57795.17,10.26,17.00,0.43,-0.90,0,0,58133.71
2014-03-14,58133.71,62700.79,56909.24,9.88,17.24,-0.43,-0.90,0,0,56902.19
2014-03-15,56902.19,54497.85,56080.87,9.47,13.85,-0.97,-0.22,1,0,52095.50
2014-03-16,52095.50,49520.15,55737.68,10.24,15.54,-0.78,0.62,1,0,48242.35
2014-03-17,48242.35,56772.38,55555.13,9.33,14.23,0.00,1.00,0,0,55452.02
2014-03-18,55452.02,58377.50,55366.51,10.00,13.10,0.78,0.62,0,0,57846.31
2014-03-19,57846.31,58362.31,55290.63,10.70,15.30,0.97,-0.22,0,0,56856.79
2014-03-20,56856.79,58133.71,55075.55,11.49,18.88,0.43,-0.90,0,0,55924.79
2014-03-21,55924.79,56902.19,54759.99,10.83,13.88,-0.43,-0.90,0,0,55220.94
2014-03-22,55220.94,52095.50,54519.82,9.16,11.81,-0.97,-0.22,1,0,52738.54
2014-03-23,52738.54,48242.35,54611.68,6.58,10.43,-0.78,0.62,1,0,53081.29
2014-03-24,53081.29,55452.02,55302.96,6.00,9.96,0.00,1.00,0,0,61032.42
2014-03-25,61032.42,57846.31,56100.15,6.27,8.94,0.78,0.62,0,0,62531.17
2014-03-26,62531.17,56856.79,56769.42,6.41,11.15,0.97,-0.22,0,0,62236.35
2014-03-27,62236.35,55924.79,57537.93,6.44,11.57,0.43,-0.90,0,0,62408.65
2014-03-28,62408.65,55220.94,58464.19,8.71,15.20,-0.43,-0.90,0,0,60391.17
2014-03-29,60391.17,52738.54,59202.80,11.75,18.37,-0.97,-0.22,1,0,51708.71
2014-03-30,51708.71,53081.29,59055.68,13.59,19.28,-0.78,0.62,1,0,47224.04
2014-03-31,47224.04,61032.42,58218.93,13.54,19.01,0.00,1.00,0,0,53335.83
2014-04-01,53335.83,62531.17,57119.42,13.57,19.57,0.78,0.62,0,0,53276.98
2014-04-02,53276.98,62236.35,55797.39,14.07,19.70,0.97,-0.22,0,0,52739.75
2014-04-03,52739.75,62408.65,54440.73,14.54,18.07,0.43,-0.90,0,0,53678.25
2014-04-04,53678.25,60391.17,53193.53,12.93,16.37,-0.43,-0.90,0,0,53666.50
2014-04-05,53666.50,51708.71,52232.87,12.34,16.35,-0.97,-0.22,1,0,47767.79
2014-04-06,47767.79,47224.04,51669.88,14.24,17.83,-0.78,0.62,1,0,43579.81
2014-04-07,43579.81,53335.83,51149.27,15.17,21.19,0.00,1.00,0,0,50134.96
2014-04-08,50134.96,53276.98,50692.01,11.70,14.60,0.78,0.62,0,0,52276.48
2014-04-09,52276.48,52739.75,50549.08,10.16,14.65,0.97,-0.22,0,0,53353.19
2014-04-10,53353.19,53678.25,50636.71,11.53,18.10,0.43,-0.90,0,0,52545.19
2014-04-11,52545.19,53666.50,50474.85,12.32,17.72,-0.43,-0.90,0,0,51233.65
2014-04-12,51233.65,47767.79,50127.29,12.14,17.12,-0.97,-0.22,1,0,45652.94
2014-04-13,45652.94,43579.81,49825.17,11.86,15.54,-0.78,0.62,1,0,42916.40
2014-04-14,42916.40,50134.96,49730.40,11.51,16.15,0.00,1.00,0,0,50620.29
2014-04-15,50620.29,52276.48,49799.73,9.82,14.17,0.78,0.62,0,0,52495.77
2014-04-16,52495.77,53353.19,49831.06,10.31,16.38,0.97,-0.22,0,0,53104.15
2014-04-17,53104.15,52545.19,49795.48,11.67,18.58,0.43,-0.90,0,0,52579.15
2014-04-18,52579.15,51233.65,49800.33,11.52,14.58,-0.43,-0.90,0,0,51494.23
2014-04-19,51494.23,45652.94,49837.56,10.07,14.30,-0.97,-0.22,1,0,47856.06
2014-04-20,47856.06,42916.40,50152.29,11.70,16.13,-0.78,0.62,1,0,44940.58
2014-04-21,44940.58,50620.29,50441.46,12.27,16.18,0.00,1.00,0,1,44966.04
2014-04-22,44966.04,52495.77,49633.71,12.87,17.63,0.78,0.62,0,0,51630.98
2014-04-23,51630.98,53104.15,49510.17,13.18,19.05,0.97,-0.22,0,0,51826.44
2014-04-24,51826.44,52579.15,49327.64,14.30,19.31,0.43,-0.90,0,0,51268.62
2014-04-25,51268.62,51494.23,49140.42,13.67,16.29,-0.43,-0.90,0,0,51028.38
2014-04-26,51028.38,47856.06,49073.87,11.50,14.62,-0.97,-0.22,1,0,46384.31
2014-04-27,46384.31,44940.58,48863.62,11.36,15.29,-0.78,0.62,1,0,44602.21
2014-04-28,44602.21,44966.04,48815.28,11.66,15.26,0.00,1.00,0,0,51808.06
2014-04-29,51808.06,51630.98,49792.71,11.51,15.90,0.78,0.62,0,0,52862.46
2014-04-30,52862.46,51826.44,49968.64,13.07,17.06,0.97,-0.22,0,0,51787.19
2014-05-01,51787.19,51268.62,49963.03,12.79,16.11,0.43,-0.90,0,1,43027.65
2014-05-02,43027.65,51028.38,48785.75,12.29,16.18,-0.43,-0.90,0,0,47952.71
2014-05-03,47952.71,46384.31,48346.37,10.99,14.06,-0.97,-0.22,1,0,45931.44
2014-05-04,45931.44,44602.21,48281.67,11.39,16.24,-0.78,0.62,1,0,43232.23
2014-05-05,43232.23,51808.06,48085.96,13.65,21.09,0.00,1.00,0,0,49073.17
2014-05-06,49073.17,52862.46,47695.26,15.08,19.23,0.78,0.62,0,0,49498.46
2014-05-07,49498.46,51787.19,47214.69,14.00,17.35,0.97,-0.22,0,0,49572.81
2014-05-08,49572.81,43027.65,46898.35,13.78,16.64,0.43,-0.90,0,1,43526.79
2014-05-09,43526.79,47952.71,46969.66,15.15,18.16,-0.43,-0.90,0,0,45936.90
2014-05-10,45936.90,45931.44,46681.68,13.76,17.19,-0.97,-0.22,1,0,43302.98
2014-05-11,43302.98,43232.23,46306.19,12.88,15.49,-0.78,0.62,1,0,41493.31
2014-05-12,41493.31,49073.17,46057.77,11.57,15.04,0.00,1.00,0,0,49991.98
2014-05-13,49991.98,49498.46,46189.03,11.39,15.22,0.78,0.62,0,0,51780.17
2014-05-14,51780.17,49572.81,46514.99,11.78,16.74,0.97,-0.22,0,0,51434.31
2014-05-15,51434.31,43526.79,46780.92,11.64,16.62,0.43,-0.90,0,0,50784.29
2014-05-16,50784.29,45936.90,47817.71,13.08,18.62,-0.43,-0.90,0,0,49803.40
2014-05-17,49803.40,43302.98,48370.06,15.05,20.40,-0.97,-0.22,1,0,43192.50
2014-05-18,43192.50,41493.31,48354.28,16.45,22.86,-0.78,0.62,1,0,39508.90
2014-05-19,39508.90,49991.98,48070.79,17.70,23.31,0.00,1.00,0,0,46713.81
2014-05-20,46713.81,51780.17,47602.48,17.59,20.97,0.78,0.62,0,0,47998.56
2014-05-21,47998.56,51434.31,47062.25,17.17,22.34,0.97,-0.22,0,0,48748.50
2014-05-22,48748.50,50784.29,46678.57,16.22,20.79,0.43,-0.90,0,0,48478.31
2014-05-23,48478.31,49803.40,46349.14,14.43,18.35,-0.43,-0.90,0,0,48180.15
2014-05-24,48180.15,43192.50,46117.25,13.70,17.57,-0.97,-0.22,1,0,42971.52
2014-05-25,42971.52,39508.90,46085.68,14.75,19.74,-0.78,0.62,1,0,40090.83
2014-05-26,40090.83,46713.81,46168.81,14.63,17.74,0.00,1.00,0,0,47936.27
2014-05-27,47936.27,47998.56,46343.45,14.29,17.83,0.78,0.62,0,0,49546.08
2014-05-28,49546.08,48748.50,46564.52,13.51,16.42,0.97,-0.22,0,0,49432.56
2014-05-29,49432.56,48478.31,46662.25,14.88,19.09,0.43,-0.90,0,1,42193.73
2014-05-30,42193.73,48180.15,45764.45,15.58,19.48,-0.43,-0.90,0,0,44298.12
2014-05-31,44298.12,42971.52,45209.88,15.73,19.86,-0.97,-0.22,1,0,41220.69
2014-06-01,41220.69,40090.83,44959.76,15.42,18.73,-0.78,0.62,1,0,38796.02
2014-06-02,38796.02,47936.27,44774.78,15.70,19.30,0.00,1.00,0,0,46364.25
2014-06-03,46364.25,49546.08,44550.21,16.16,19.90,0.78,0.62,0,0,47726.23
2014-06-04,47726.23,49432.56,44290.23,14.82,17.31,0.97,-0.22,0,0,48524.50
2014-06-05,48524.50,42193.73,44160.51,14.69,19.75,0.43,-0.90,0,0,48245.96
2014-06-06,48245.96,44298.12,45025.11,18.93,26.54,-0.43,-0.90,0,0,47618.67
2014-06-07,47618.67,41220.69,45499.47,21.60,26.44,-0.97,-0.22,1,0,41694.65
2014-06-08,41694.65,38796.02,45567.18,22.09,27.66,-0.78,0.62,1,0,38216.12
2014-06-09,38216.12,46364.25,45484.34,22.66,29.92,0.00,1.00,0,1,40126.17
2014-06-10,40126.17,47726.23,44593.18,20.86,24.22,0.78,0.62,0,0,47266.29
2014-06-11,47266.29,48524.50,44527.48,20.49,25.17,0.97,-0.22,0,0,47827.15
2014-06-12,47827.15,48245.96,44427.86,20.90,25.83,0.43,-0.90,0,0,48367.62
2014-06-13,48367.62,47618.67,44445.24,20.72,25.45,-0.43,-0.90,0,0,47905.08
2014-06-14,47905.08,41694.65,44486.15,19.07,22.50,-0.97,-0.22,1,0,41479.21
2014-06-15,41479.21,38216.12,44455.38,16.87,20.13,-0.78,0.62,1,0,38017.75
2014-06-16,38017.75,40126.17,44427.04,17.21,21.52,0.00,1.00,0,0,45849.23
2014-06-17,45849.23,47266.29,45244.62,17.11,20.93,0.78,0.62,0,0,47345.42
2014-06-18,47345.42,47827.15,45255.92,17.61,22.03,0.97,-0.22,0,0,47410.88
2014-06-19,47410.88,48367.62,45196.46,17.97,22.74,0.43,-0.90,0,0,47708.15
2014-06-20,47708.15,47905.08,45102.24,18.41,22.38,-0.43,-0.90,0,0,47340.67
2014-06-21,47340.67,41479.21,45021.61,19.21,25.03,-0.97,-0.22,1,0,41840.15
2014-06-22,41840.15,38017.75,45073.18,20.78,26.10,-0.78,0.62,1,0,38911.54
2014-06-23,38911.54,45849.23,45200.86,20.27,24.85,0.00,1.00,0,0,46794.40
2014-06-24,46794.40,47345.42,45335.88,20.32,25.25,0.78,0.62,0,0,48205.62
2014-06-25,48205.62,47410.88,45458.77,19.25,23.09,0.97,-0.22,0,0,48055.12
2014-06-26,48055.12,47708.15,45550.81,19.08,23.76,0.43,-0.90,0,0,48098.29
2014-06-27,48098.29,47340.67,45606.54,19.47,24.19,-0.43,-0.90,0,0,47564.77
2014-06-28,47564.77,41840.15,45638.56,17.82,21.49,-0.97,-0.22,1,0,41917.15
2014-06-29,41917.15,38911.54,45649.56,16.46,19.78,-0.78,0.62,1,0,38502.58
2014-06-30,38502.58,46794.40,45591.13,16.44,20.60,0.00,1.00,0,0,45734.54
2014-07-01,45734.54,48205.62,45439.73,18.49,23.31,0.78,0.62,0,0,47514.54
2014-07-02,47514.54,48055.12,45341.00,19.05,23.99,0.97,-0.22,0,0,47773.90
2014-07-03,47773.90,48098.29,45300.82,21.44,27.67,0.43,-0.90,0,0,48506.90
2014-07-04,48506.90,47564.77,45359.20,21.21,25.40,-0.43,-0.90,0,0,47800.35
2014-07-05,47800.35,41917.15,45392.85,20.13,23.05,-0.97,-0.22,1,0,41905.08
2014-07-06,41905.08,38502.58,45391.13,19.26,22.99,-0.78,0.62,1,0,38817.29
2014-07-07,38817.29,45734.54,45436.09,17.08,20.53,0.00,1.00,0,0,45927.17
2014-07-08,45927.17,47514.54,45463.60,16.64,19.78,0.78,0.62,0,0,47497.90
2014-07-09,47497.90,47773.90,45461.23,15.20,17.90,0.97,-0.22,0,0,47960.85
2014-07-10,47960.85,48506.90,45487.93,15.86,18.37,0.43,-0.90,0,0,48508.75
2014-07-11,48508.75,47800.35,45488.20,16.97,19.93,-0.43,-0.90,0,0,47843.50
2014-07-12,47843.50,41905.08,45494.36,18.20,22.07,-0.97,-0.22,1,0,41859.94
2014-07-13,41859.94,38817.29,45487.91,18.03,21.61,-0.78,0.62,1,0,38640.33
2014-07-14,38640.33,45927.17,45462.63,18.04,21.95,0.00,1.00,0,1,39096.35
2014-07-15,39096.35,47497.90,44486.80,19.46,24.12,0.78,0.62,0,0,46758.98
2014-07-16,46758.98,47960.85,44381.24,22.13,27.56,0.97,-0.22,0,0,48457.04
2014-07-17,48457.04,48508.75,44452.13,23.61,30.02,0.43,-0.90,0,0,49338.48
2014-07-18,49338.48,47843.50,44570.66,25.11,31.38,-0.43,-0.90,0,0,49153.77
2014-07-19,49153.77,41859.94,44757.84,24.70,29.53,-0.97,-0.22,1,0,42846.96
2014-07-20,42846.96,38640.33,44898.85,20.91,23.53,-0.78,0.62,1,0,38844.44
2014-07-21,38844.44,39096.35,44928.00,19.37,22.69,0.00,1.00,0,0,45965.67
2014-07-22,45965.67,46758.98,45909.33,20.14,23.88,0.78,0.62,0,0,47705.60
2014-07-23,47705.60,48457.04,46044.57,22.34,27.64,0.97,-0.22,0,0,48258.60
2014-07-24,48258.60,49338.48,46016.22,23.07,28.04,0.43,-0.90,0,0,48557.58
2014-07-25,48557.58,49153.77,45904.66,21.51,25.76,-0.43,-0.90,0,0,47039.33
2014-07-26,47039.33,42846.96,45602.60,20.94,24.84,-0.97,-0.22,1,0,41266.79
2014-07-27,41266.79,38844.44,45376.86,21.80,26.77,-0.78,0.62,1,0,38456.12
2014-07-28,38456.12,45965.67,45321.39,19.54,22.52,0.00,1.00,0,0,44735.29
2014-07-29,44735.29,47705.60,45145.62,18.84,22.70,0.78,0.62,0,0,45540.04
2014-07-30,45540.04,48258.60,44836.25,20.17,24.22,0.97,-0.22,0,0,45647.04
2014-07-31,45647.04,48557.58,44463.17,20.19,25.53,0.43,-0.90,0,0,45574.21
2014-08-01,45574.21,47039.33,44036.98,21.11,25.91,-0.43,-0.90,0,0,44565.04
2014-08-02,44565.04,41266.79,43683.51,20.79,24.57,-0.97,-0.22,1,0,39574.92
2014-08-03,39574.92,38456.12,43441.81,19.78,23.56,-0.78,0.62,1,0,36520.19
2014-08-04,36520.19,44735.29,43165.25,19.17,23.13,0.00,1.00,0,0,41401.77
2014-08-05,41401.77,45540.04,42689.03,20.03,24.49,0.78,0.62,0,0,42246.48
2014-08-06,42246.48,45647.04,42218.52,19.38,23.10,0.97,-0.22,0,0,42497.62
2014-08-07,42497.62,45574.21,41768.60,20.19,24.58,0.43,-0.90,0,0,42707.46
2014-08-08,42707.46,44565.04,41359.07,20.27,24.05,-0.43,-0.90,0,0,42606.54
2014-08-09,42606.54,39574.92,41079.28,20.25,23.51,-0.97,-0.22,1,0,38377.25
2014-08-10,38377.25,36520.19,40908.19,20.64,24.48,-0.78,0.62,1,0,36292.46
2014-08-11,36292.46,41401.77,40875.65,18.30,21.76,0.00,1.00,0,0,40510.48
2014-08-12,40510.48,42246.48,40748.33,17.83,21.57,0.78,0.62,0,0,41086.56
2014-08-13,41086.56,42497.62,40582.62,16.94,20.36,0.97,-0.22,0,0,41115.77
2014-08-14,41115.77,42707.46,40385.22,16.73,20.64,0.43,-0.90,0,0,40815.46
2014-08-15,40815.46,42606.54,40114.93,16.26,19.67,-0.43,-0.90,0,1,37162.85
2014-08-16,37162.85,38377.25,39337.26,16.80,21.14,-0.97,-0.22,1,0,37185.94
2014-08-17,37185.94,36292.46,39167.07,16.87,21.04,-0.78,0.62,1,0,35685.50
2014-08-18,35685.50,40510.48,39080.37,17.31,20.72,0.00,1.00,0,0,41204.52
2014-08-19,41204.52,41086.56,39179.51,16.01,19.44,0.78,0.62,0,0,42526.69
2014-08-20,42526.69,41115.77,39385.25,15.53,19.08,0.97,-0.22,0,0,42857.29
2014-08-21,42857.29,40815.46,39634.04,15.07,19.67,0.43,-0.90,0,0,43186.40
2014-08-22,43186.40,37162.85,39972.74,16.06,20.54,-0.43,-0.90,0,0,43361.27
2014-08-23,43361.27,37185.94,40858.23,16.08,19.32,-0.97,-0.22,1,0,39558.81
2014-08-24,39558.81,35685.50,41197.21,15.65,20.05,-0.78,0.62,1,0,37267.29
2014-08-25,37267.29,41204.52,41423.18,16.47,19.72,0.00,1.00,0,0,44820.71
2014-08-26,44820.71,42526.69,41939.78,18.27,22.05,0.78,0.62,0,0,46714.85
2014-08-27,46714.85,42857.29,42538.09,18.30,21.87,0.97,-0.22,0,0,46656.46
2014-08-28,46656.46,43186.40,43080.83,19.43,23.56,0.43,-0.90,0,0,46980.33
2014-08-29,46980.33,43361.27,43622.82,18.78,22.32,-0.43,-0.90,0,0,46378.06
2014-08-30,46378.06,39558.81,44053.79,18.15,22.46,-0.97,-0.22,1,0,41057.04
2014-08-31,41057.04,37267.29,44267.82,17.45,20.85,-0.78,0.62,1,0,38304.21
2014-09-01,38304.21,44820.71,44415.95,16.81,21.60,0.00,1.00,0,0,45808.06
2014-09-02,45808.06,46714.85,44557.00,18.01,23.00,0.78,0.62,0,0,47525.15
2014-09-03,47525.15,46656.46,44672.76,18.06,22.69,0.97,-0.22,0,0,47721.60
2014-09-04,47721.60,46980.33,44824.92,18.52,23.22,0.43,-0.90,0,0,48076.92
2014-09-05,48076.92,46378.06,44981.58,19.52,23.75,-0.43,-0.90,0,0,47740.02
2014-09-06,47740.02,41057.04,45176.14,19.67,24.16,-0.97,-0.22,1,0,41968.71
2014-09-07,41968.71,38304.21,45306.38,19.76,24.93,-0.78,0.62,1,0,39145.23
2014-09-08,39145.23,45808.06,45426.53,19.97,24.96,0.00,1.00,0,0,47109.88
2014-09-09,47109.88,47525.15,45612.50,18.78,23.06,0.78,0.62,0,0,48346.79
2014-09-10,48346.79,47721.60,45729.88,17.86,22.23,0.97,-0.22,0,0,48408.17
2014-09-11,48408.17,48076.92,45827.96,17.06,21.66,0.43,-0.90,0,0,48327.42
2014-09-12,48327.42,47740.02,45863.74,16.97,21.97,-0.43,-0.90,0,0,47481.88
2014-09-13,47481.88,41968.71,45826.87,17.50,22.24,-0.97,-0.22,1,0,41830.52
2014-09-14,41830.52,39145.23,45807.12,18.11,22.31,-0.78,0.62,1,0,38942.10
2014-09-15,38942.10,47109.88,45778.11,19.22,23.66,0.00,1.00,0,0,46865.19
2014-09-16,46865.19,48346.79,45743.15,19.25,24.97,0.78,0.62,0,0,48185.48
2014-09-17,48185.48,48408.17,45720.11,20.66,25.87,0.97,-0.22,0,0,48450.62
2014-09-18,48450.62,48327.42,45726.17,20.46,25.86,0.43,-0.90,0,0,48443.23
2014-09-19,48443.23,47481.88,45742.72,20.41,25.36,-0.43,-0.90,0,0,48034.75
2014-09-20,48034.75,41830.52,45821.70,20.27,25.63,-0.97,-0.22,1,0,42098.73
2014-09-21,42098.73,38942.10,45860.01,18.27,21.21,-0.78,0.62,1,0,39019.65
2014-09-22,39019.65,46865.19,45871.09,15.51,19.07,0.00,1.00,0,0,46316.23
2014-09-23,46316.23,48185.48,45792.67,14.40,18.58,0.78,0.62,0,0,47990.38
2014-09-24,47990.38,48450.62,45764.80,14.13,18.68,0.97,-0.22,0,0,48793.92
2014-09-25,48793.92,48443.23,45813.84,14.33,18.76,0.43,-0.90,0,0,48627.81
2014-09-26,48627.81,48034.75,45840.21,15.24,21.04,-0.43,-0.90,0,0,48004.56
2014-09-27,48004.56,42098.73,45835.90,16.63,22.90,-0.97,-0.22,1,0,42191.67
2014-09-28,42191.67,39019.65,45849.17,18.03,24.17,-0.78,0.62,1,0,39266.46
2014-09-29,39266.46,46316.23,45884.43,18.25,22.37,0.00,1.00,0,0,47308.88
2014-09-30,47308.88,47990.38,46026.24,18.05,21.80,0.78,0.62,0,0,48599.10
2014-10-01,48599.10,48793.92,46113.20,17.64,22.58,0.97,-0.22,0,0,48653.48
2014-10-02,48653.48,48627.81,46093.14,17.38,21.84,0.43,-0.90,0,0,48550.19
2014-10-03,48550.19,48004.56,46082.05,17.34,22.55,-0.43,-0.90,0,0,47909.94
2014-10-04,47909.94,42191.67,46068.53,16.53,22.45,-0.97,-0.22,1,0,42189.40
2014-10-05,42189.40,39266.46,46068.21,13.68,16.49,-0.78,0.62,1,0,39992.04
2014-10-06,39992.04,47308.88,46171.86,13.30,16.47,0.00,1.00,0,0,48741.71
2014-10-07,48741.71,48599.10,46376.55,15.21,17.53,0.78,0.62,0,0,50246.83
2014-10-08,50246.83,48653.48,46611.94,16.52,20.67,0.97,-0.22,0,0,50695.15
2014-10-09,50695.15,48550.19,46903.61,17.09,20.28,0.43,-0.90,0,0,50104.44
2014-10-10,50104.44,47909.94,47125.64,15.50,18.67,-0.43,-0.90,0,0,49362.52
2014-10-11,49362.52,42189.40,47333.15,15.54,19.55,-0.97,-0.22,1,0,43611.54
2014-10-12,43611.54,39992.04,47536.32,14.89,18.67,-0.78,0.62,1,0,41722.06
2014-10-13,41722.06,48741.71,47783.46,16.01,18.86,0.00,1.00,0,0,48902.90
2014-10-14,48902.90,50246.83,47806.49,13.88,18.50,0.78,0.62,0,0,50336.83
2014-10-15,50336.83,50695.15,47819.35,13.88,18.34,0.97,-0.22,0,0,50849.94
2014-10-16,50849.94,50104.44,47841.46,16.69,20.04,0.43,-0.90,0,0,50781.46
